10.1109/iccvw54120.2021.00117
10.1109/itsc.2019.8917103
10.1109/icse.2019.00126
10.1109/isc251055.2020.9239031
10.1109/ist50524.2020.9345889
10.1109/icrtcst61793.2024.10578494
10.1109/itsc.2018.8569672
10.1109/itec-india.2015.7386874
10.1109/itsc45102.2020.9294438
10.1109/sbesc.2014.27
10.1109/dtpi52967.2021.9540143
10.1109/tvt.2012.2186472
10.1109/icstw.2019.00058
10.1109/isctis63324.2024.10698974
10.1109/iv47402.2020.9304823
10.1109/iccps61052.2024.00032
10.1109/tits.2020.2988309
10.1109/icves56941.2022.9986669
10.1109/cama.2014.7003428
10.1109/tits.2024.3394518
10.1145/3597503.3623314
10.1109/tits.2009.2036595
10.1109/access.2021.3061732
10.1109/iolts60994.2024.10616052
10.1109/ase51524.2021.9678902
10.1109/sm57895.2023.10112457
10.1109/qrs54544.2021.00028
10.1109/scsp52043.2021.9447397
10.1109/ivs.2018.8500662
10.1109/access.2022.3171180
10.1109/ase.2019.00127
10.1109/itsc.2018.8569615
10.1109/dsa.2019.00060
10.1109/aitest52744.2021.00020
10.1109/tits.2023.3285913
10.1109/qomex51781.2021.9465390
10.1109/isse63315.2024.10741133
10.1109/iavvc57316.2023.10328120
10.1109/itsc48978.2021.9564743
10.1109/iccve52871.2022.9742916
10.1109/itsc57777.2023.10422697
10.1109/rweek.2017.8088654
10.1109/iccke60553.2023.10326237
10.1109/sbst52555.2021.00020
10.1109/rusautocon61949.2024.10694241
10.1109/ises54909.2022.00146
10.1109/wispnet51692.2021.9419457
10.1109/safeprocess58597.2023.10295828
10.1109/tits.2020.3003527
10.1109/icite56321.2022.10101411
10.1109/cyber.2017.8446178
10.1109/niles50944.2020.9257946
10.1109/met59151.2023.00009
10.1109/iv55156.2024.10588417
10.1109/dsa.2017.10
10.1109/percomw.2014.6815195
10.1109/icacccn51052.2020.9362818
10.1145/3524846.3527334
10.1109/tiv.2024.3476326
10.1109/icstw.2017.55
10.1109/oceans.2016.7761068
10.1109/zinc50678.2020.9161768
10.1109/tiv.2023.3298528
10.1109/rams51473.2023.10088244
10.1109/tirved56496.2022.9965481
10.1109/ainit61980.2024.10581637
10.1109/icstw60967.2024.00022
10.1109/dsaa53316.2021.9564178
10.1109/icst.2016.42
10.1109/icme52920.2022.9860011
10.1109/mocast61810.2024.10615940
10.1109/tits.2020.2972211
10.1109/iv51971.2022.9827394
10.1109/melcon.2010.5476372
10.1109/bigdatasecurity62737.2024.00034
10.1109/icces45898.2019.9002557
10.1109/iccms.2010.8
10.1109/aitest52744.2021.00013
10.1109/icus50048.2020.9274856
10.1145/3524846.3527335
10.1109/itsc57777.2023.10422403
10.1109/isitia56226.2022.9855361
10.1109/icssit55814.2023.10061010
10.1109/iemtronics52119.2021.9422541
10.1109/phm-nanjing52125.2021.9613093
10.1109/tirved53476.2021.9639162
10.1109/etfa61755.2024.10710975
10.1109/jsen.2023.3283447
10.1109/tits.2022.3177887
10.1109/icves.2017.7991920
10.1109/ojits.2024.3479098
10.1109/iv55156.2024.10588541
10.1109/cscwd49262.2021.9437817
10.1109/ice/itmc-iamot55089.2022.10033260
10.1109/itsc45102.2020.9294636
10.1109/qrs-c55045.2021.00015
10.1109/iv55156.2024.10588816
10.1109/tits.2023.3317078
10.1109/aeeca55500.2022.9919087
10.1109/cac48633.2019.8996590
10.1109/indicon47234.2019.9030307
10.1109/cac57257.2022.10056056
10.1109/inista59065.2023.10310324
10.1109/icecce49384.2020.9179457
10.1109/access.2021.3140052
10.1109/cseet49119.2020.9206175
10.1109/qrs-c55045.2021.00080
10.23919/sice.2019.8859825
10.1109/isie.2003.1267910
10.1109/itsc.2015.308
10.1109/icra46639.2022.9812038
10.1109/jsen.2024.3405630
10.1109/aswec.2018.00021
10.1109/access.2024.3492162
10.1109/itsc48978.2021.9564783
10.1109/icas49788.2021.9551172
10.1109/iciscae48440.2019.221701
10.1109/ojia.2024.3399057
10.1109/tiv.2022.3144803
10.1109/snpd54884.2022.10051789
10.1109/icgse.2019.00035
10.23919/fusion59988.2024.10706300
10.1109/icst46399.2020.00019
10.1109/jproc.2018.2841339
10.1109/icma57826.2023.10215980
10.1109/icce-asia.2017.8309326
10.1109/icsp51882.2021.9408640
10.1109/dspws.2006.265434
10.1109/icras55217.2022.9842213
10.1109/ddp60485.2023.00044
10.1109/icast51016.2020.9557727
10.1109/wincom62286.2024.10657518
10.1109/tse.2024.3420816
10.1109/iccke60553.2023.10326288
10.1109/icst.2019.00022
10.1109/access.2024.3383431
10.1109/issre55969.2022.00015
10.1109/comsnets51098.2021.9352914
10.1109/icse-companion52605.2021.00048
10.1109/jrfid.2022.3212957
10.1109/iccve45908.2019.8965169
10.1109/sielmen.2019.8905903
10.1109/hora58378.2023.10155780
10.1109/elmar62909.2024.10694363
10.1109/niles63360.2024.10753157
10.1109/eleco60389.2023.10415934
10.1109/cvci59596.2023.10397458
10.1109/zinc50678.2020.9161772
10.1109/access.2021.3064448
10.1109/tse.2022.3206427
10.1109/issrew.2018.00-20
10.1109/icecet58911.2023.10389376
10.1109/tiv.2023.3332739
10.1109/iccst59048.2023.10474262
10.1109/icicsp54369.2021.9611856
10.1109/jssc.2023.3346913
10.1109/access.2021.3077755
10.1109/icaibd51990.2021.9458968
10.1109/smartindustrycon61328.2024.10515916
10.1109/itsc.2017.8317919
10.1109/ram.2018.8463123
10.1109/iv55156.2024.10588656
10.1109/iccre.2017.7935041
10.1109/saner60148.2024.00096
10.1109/ramech.2010.5513148
10.1109/qrs57517.2022.00104
10.1109/iccas.2007.4406564
10.1109/ccgrid49817.2020.00-25
10.1109/ist64061.2024.10843468
10.1109/tr.2024.3394894
10.1109/icstw50294.2020.00020
10.1109/dsn-w.2018.00027
10.1109/iv55156.2024.10588707
10.1109/icoris60118.2023.10352185
10.1109/tcsi.2021.3058216
10.1109/tits.2021.3068784
10.1109/icsgrc62081.2024.10691259
10.1109/iv47402.2020.9304537
10.1109/access.2020.3040232
10.1109/itsc57777.2023.10422068
10.1109/icves56941.2022.9987182
10.1109/itc50571.2021.00016
10.1109/tvt.2023.3334430
10.1109/iv47402.2020.9304603
10.1109/icra.2018.8460965
10.1109/ivs.2011.5940481
10.1109/iwcia.2017.8203557
10.1109/iv51971.2022.9827238
10.1109/itsc48978.2021.9564542
10.1109/cvci51460.2020.9338491
10.1109/iccve.2015.15
10.1109/access.2024.3516082
10.1109/qrs-c57518.2022.00049
10.1109/metacom62920.2024.00031
10.23919/sice59929.2023.10354212
10.1109/ita50056.2020.9245002
10.1109/icra46639.2022.9811794
10.1109/itsc55140.2022.9922440
10.1109/aihcir61661.2023.00016
10.1109/tiv.2019.2919470
10.1109/access.2024.3430317
10.1109/icdsba51020.2020.00088
10.1109/meco55406.2022.9797115
10.23919/eurad54643.2022.9924859
10.1109/sensors47087.2021.9639697
10.1109/access.2022.3156275
10.1109/iceic49074.2020.9051176
10.1109/aqtr61889.2024.10554079
10.1109/qrs-c55045.2021.00016
10.1109/aitest52744.2021.00035
10.1109/qrs-c57518.2022.00033
10.23919/acc45564.2020.9147801
10.1109/iecon43393.2020.9255208
10.1109/cvci63518.2024.10830197
10.1109/eebda56825.2023.10090603
10.1109/cyber.2017.8446113
10.1109/imcec.2016.7867418
10.1145/3526072.3527531
10.1109/icstw.2019.00043
10.1109/icra.2017.7989173
10.1109/ivs.2018.8500679
10.1109/imse61332.2023.00040
10.1109/compsac57700.2023.00274
10.1109/ivs.2018.8500421
10.1109/itsc.2006.1707389
10.1109/icaccs60874.2024.10717005
10.1109/tcst.2020.3025725
10.1109/isc251055.2020.9239090
10.1109/ssci47803.2020.9308130
10.1109/aic61668.2024.10730836
10.1109/isse49799.2020.9272219
10.1109/iavvc57316.2023.10328038
10.1109/iceccme55909.2022.9987969
10.1109/hst47167.2019.9032989
10.1109/icnsurv.2007.384160
10.1145/3238147.3238202
10.1109/icse-c.2017.67
10.1109/iros45743.2020.9341585
10.1109/autocom60220.2024.10486092
10.1109/ase51524.2021.9678883
10.1109/tiv.2023.3304353
10.1109/icses60034.2023.10465299
10.1109/tvt.2022.3204326
10.23919/ecc55457.2022.9838060
10.1109/tiv.2018.2873901
10.1109/seaa56994.2022.00059
10.1109/cisct57197.2023.10351429
10.1109/tr.2022.3193070
10.1109/itsc.2011.6082877
10.1109/isitia63062.2024.10667838
10.1109/qrs-c55045.2021.00107
10.1109/cinti-macro57952.2022.10029575
10.1109/vtc2024-fall63153.2024.10757948
10.13052/jwe1540-9589.1922
10.1109/tvt.2012.2231950
10.1109/iv47402.2020.9304552
10.1109/ccnc51644.2023.10060782
10.1109/qrs.2019.00059
10.1109/icdabi53623.2021.9655796
10.1109/iccsc62074.2024.10616509
10.1109/tits.2021.3130040
10.1109/syscon53536.2022.9773840
10.1109/itsc45102.2020.9294649
10.1145/3238147.3238187
10.1109/southeastcon44009.2020.9249704
10.1109/access.2018.2817572
10.1109/incet61516.2024.10593595
10.1109/iv55156.2024.10588428
10.1109/dsn-w.2016.63
10.1109/tase49443.2020.00032
10.1109/ccwc.2019.8666562
10.1109/icsrs53853.2021.9660641
10.1109/iv55156.2024.10588672
10.1109/iccworkshops59551.2024.10615824
10.1109/tase.2013.2252340
10.1109/grc.2007.148
10.1109/iscas46773.2023.10181481
10.1109/southeastcon52093.2024.10500215
10.1109/hsi47298.2019.8942616
10.1145/3597503.3639093
10.1109/icecet61485.2024.10698152
10.1109/ivs.2017.7995978
10.1109/jiot.2021.3072354
10.1109/etcm56276.2022.9935736
10.1109/wfcs.2018.8402382
10.1109/tiv.2021.3117049
10.1109/cavs51000.2020.9334603
10.1109/cacs.2017.8284234
10.1109/icfirtp56122.2022.10063183
10.1109/icsmc.2008.4811605
10.1109/cac48633.2019.8996287
10.1109/icus58632.2023.10318395
10.1109/icccis60361.2023.10425671
10.1109/percomworkshops56833.2023.10150396
10.1109/iv48863.2021.9575607
10.1109/acirs.2019.8935978
10.1109/access.2023.3294569
10.1109/hsi49210.2020.9142686
10.1109/iavvc57316.2023.10328090
10.1109/orss58323.2023.10161975
10.1109/itsc57777.2023.10422130
10.1109/iv55156.2024.10588748
10.1109/mfi.2012.6343072
10.1109/rtss.2018.00036
10.1109/icra57147.2024.10610078
10.1109/iolts50870.2020.9159736
10.1109/iolts52814.2021.9486704
10.1109/ithings-greencom-cpscom-smartdata.2017.12
10.1109/icict57646.2023.10133999
10.1109/spw.2019.00033
10.1109/autosafe.2018.8373343
10.1109/itsc55140.2022.9922583
10.1109/icst46399.2020.00018
10.1109/rfic.2004.1320653
10.1109/systol.2019.8864749
10.1109/smc.2016.7844756
10.1109/comsnets48256.2020.9027307
10.1109/icccnt61001.2024.10725196
10.1109/tcds.2020.3006621
10.1109/iccps54341.2022.00009
10.1109/sbst52555.2021.00011
10.1109/ijcnn54540.2023.10191164
10.1109/qrs-c55045.2021.00037
10.1109/tiv.2017.2749181
10.1145/3526072.3527530
10.1109/iccve52871.2022.9743020
10.1109/icst49551.2021.00042
10.1109/icstw60967.2024.00042
10.1109/codit.2017.8102596
10.1109/ojits.2022.3214094
10.1109/tits.2020.3047129
10.1109/ase.2019.00013
10.1109/tits.2023.3317475
10.1109/icsrs59833.2023.10381109
10.1109/iv55156.2024.10588812
10.1109/srse59585.2023.10336070
10.1109/tvt.2022.3222650
10.1109/jsen.2020.2987841
10.1109/itsc57777.2023.10422102
10.1109/icmech.2009.4957236
10.1109/wf-iot.2019.8767292
10.1109/iccad46983.2019.9037936
10.1109/tr.2021.3115130
10.1109/isads.2005.1452058
10.1145/3639478.3640027
10.1109/compsac61105.2024.00029
10.1109/smc.2018.00146
10.1109/ivs.2018.8500669
10.1109/ddecs52668.2021.9417059
10.23919/date54114.2022.9774542
10.1108/jicv-06-2022-0021
10.1109/asiancon58793.2023.10270081
10.1109/tits.2022.3149373
10.1109/icst46399.2020.00045
10.1109/aeeca55500.2022.9919034
10.1109/isi49825.2020.9280550
10.1109/aitest52744.2021.00032
10.1109/iv47402.2020.9304662
10.1109/itsc.2017.8317768
10.1109/icra40945.2020.9197385
10.1109/icce-asia53811.2021.9641987
10.1109/aitest.2019.000-5
10.1109/ladc53747.2021.9672554
10.1109/tvt.2013.2274289
10.1109/sisy47553.2019.9111547
10.1109/models50736.2021.00019
10.1109/icstw52544.2021.00055
10.1109/access.2024.3431437
10.1109/cict53865.2020.9672439
10.1109/qrs57517.2022.00084
10.1109/icites62688.2024.10777421
10.1109/itsc.2018.8569408
10.1109/mesa.2014.6935563
10.1109/ichveps58902.2023.10257315
10.1109/tits.2021.3131808
10.1109/aitest49225.2020.00018
10.1109/hpec.2015.7322485
10.1109/tse.2024.3449429
10.1109/issre52982.2021.00037
10.1109/iccasit50869.2020.9368681
10.1109/iai63275.2024.10730352
10.1109/iccve52871.2022.9742774
10.1109/sdemped51010.2021.9605519
10.1109/access.2023.3264855
10.1145/3526072.3527534
10.1109/educon52537.2022.9766791
10.1109/cdc.2002.1184531
10.1109/eit.2018.8500101
10.1109/dasc.2002.1067933
10.1109/icphm61352.2024.10627322
10.1109/itsc48978.2021.9564822
10.1109/itsc55140.2022.9922218
10.1109/saner53432.2022.00030
10.23919/ecc64448.2024.10591072
10.23919/acc53348.2022.9867647
10.1109/apcc55198.2022.9943588
10.1109/ivs.2003.1212968
10.1109/icst60714.2024.00034
10.1109/itsc45102.2020.9294751
10.1109/icscss57650.2023.10169620
10.1109/iv55156.2024.10588450
10.1109/i-smac58438.2023.10290593
10.1109/wconf61366.2024.10692163
10.1109/tvt.2020.3033565
10.1109/rams.2016.7448027
10.1109/ojits.2022.3140493
10.1109/wf-iot48130.2020.9221222
10.1109/icarm52023.2021.9536155
10.1109/vtc2022-fall57202.2022.10012699
10.1109/aitest62860.2024.00017
10.1109/tits.2024.3376209
10.1109/et63133.2024.10721551
10.1109/icus58632.2023.10318346
10.1109/icamechs49982.2020.9310093
10.1109/access.2023.3282176
10.1109/tr.2024.3366814
10.1109/aic57670.2023.10263851
10.1109/ickii58656.2023.10332598
10.1109/iceccme52200.2021.9591043
10.1109/iccve45908.2019.8965026
10.1109/tmech.2021.3064816
10.1109/icmiii58949.2023.00035
10.1109/tiwdc-esav.2014.6945455
10.1109/ieeeconf60226.2024.10496749
10.1109/esdc56251.2023.10149881
10.1109/dsa52907.2021.00033
10.1109/iceect61758.2024.10739123
10.1109/worlds451998.2021.9513999
10.1109/issre55969.2022.00046
10.1109/icarsc58346.2023.10129637
10.1109/tai.2023.3266418
10.1109/vnc.2018.8628370
10.1109/tro.2023.3267020
10.1109/icecce52056.2021.9514194
10.1109/iceccs51672.2020.00016
10.1109/ic3s57698.2023.10169455
10.1109/vtc2021-spring51267.2021.9448691
10.1109/glocom.2018.8647803
10.1109/plans53410.2023.10140134
10.1109/robot.2005.1570444
10.1109/icphm.2015.7245022
10.1109/icse-companion52605.2021.00027
10.1109/iccais.2016.7822466
10.1109/zinc50678.2020.9161812
10.1109/rtcsa62462.2024.00019
10.1109/gcce.2018.8574766
10.1109/iv47402.2020.9304646
10.1109/icse-companion.2019.00085
10.1109/tits.2020.2991757
10.1109/dsa63982.2024.00067
10.1109/secon.2018.8479171
10.1109/itsc.2019.8917045
10.1109/itsc.2018.8569624
10.1109/itsc57777.2023.10422229
10.1109/ase51524.2021.9678841
10.1109/coins61597.2024.10622255
10.1109/issrew.2017.46
10.1109/access.2020.2991188
10.1109/ciss50987.2021.9400212
10.1109/aca52198.2021.9626821
10.1109/itsc57777.2023.10422033
10.1109/icse-companion52605.2021.00052
10.1109/stc55697.2022.00032
10.23919/date54114.2022.9774581
10.1109/met59151.2023.00008
10.1109/compsac61105.2024.00148
10.1109/istems60181.2024.10560272
10.1109/icst53961.2022.00037
10.1109/access.2023.3316354
10.1109/iciss55894.2022.9915248
10.1109/ojits.2020.3027146
10.1109/ines59282.2023.10297629
10.1109/issre5003.2020.00019
10.1109/sdpc62810.2024.10707719
10.1109/icst60714.2024.00016
10.1109/rtcsa58653.2023.00020
10.1109/itsc55140.2022.9921776
